file,course_number,course_name,instructor,year,term,num_respondents,The instructor's teaching effectiveness is:,The intellectual challenge of this course is:,The teaching assistant for this course is:,Feedback on my work for this course is useful:,"Compared to other Hopkins courses at this level, the workload for this course is:"
EN_601_466_01_SP22 Information Retrieval and Web Agents Yarowsky_ David 2022 Spring Computer Science 34 of 35  responded _97_14__ Download PDF.pdf,EN.601.466,Information Retrieval and Web Agents,David Yarowsky,2022,Spring,34,"[(1, 2), (2, 3), (3, 9), (4, 4), (5, 14), (0, 0)]","[(1, 1), (2, 0), (3, 6), (4, 12), (5, 14), (0, 0)]","[(1, 5), (2, 1), (3, 8), (4, 4), (5, 11), (0, 4)]","[(1, 4), (2, 10), (3, 2), (4, 8), (5, 9), (0, 0)]","[(1, 0), (2, 4), (3, 17), (4, 8), (5, 4), (0, 0)]"
EN_601_482_01_SP22 Machine Learning_ Deep Learning Unberath_ Mathias 2022 Spring Computer Science 66 of 68  responded _97_06__ Download PDF.pdf,EN.601.482,Machine Learning: Deep Learning,Mathias Unberath,2022,Spring,66,"[(1, 1), (2, 1), (3, 9), (4, 18), (5, 33), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 17), (5, 39), (0, 0)]","[(1, 1), (2, 3), (3, 5), (4, 20), (5, 26), (0, 7)]","[(1, 2), (2, 4), (3, 7), (4, 30), (5, 18), (0, 0)]","[(1, 1), (2, 0), (3, 17), (4, 24), (5, 18), (0, 1)]"
EN_601_421_02_SP22 Object Oriented Software Engineering Madooei_ Ali 2022 Spring Computer Science 22 of 22  responded _100_00__ Download PDF.pdf,EN.601.421,Object Oriented Software Engineering,Ali Madooei,2022,Spring,22,"[(1, 0), (2, 1), (3, 0), (4, 7), (5, 12), (0, 2)]","[(1, 0), (2, 0), (3, 2), (4, 5), (5, 15), (0, 0)]","[(1, 1), (2, 0), (3, 1), (4, 7), (5, 13), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 10), (5, 11), (0, 0)]","[(1, 0), (2, 0), (3, 11), (4, 8), (5, 3), (0, 0)]"
EN_601_421_01_SP22 Object Oriented Software Engineering Madooei_ Ali 2022 Spring Computer Science 58 of 58  responded _100_00__ Download PDF.pdf,EN.601.421,Object Oriented Software Engineering,Ali Madooei,2022,Spring,58,"[(1, 0), (2, 2), (3, 4), (4, 6), (5, 41), (0, 2)]","[(1, 0), (2, 0), (3, 7), (4, 11), (5, 36), (0, 1)]","[(1, 0), (2, 0), (3, 7), (4, 6), (5, 39), (0, 2)]","[(1, 0), (2, 1), (3, 5), (4, 18), (5, 29), (0, 0)]","[(1, 0), (2, 0), (3, 23), (4, 22), (5, 8), (0, 0)]"
EN_601_436_01_SP22 Algorithmic Game Theory Dinitz_ Michael 2022 Spring Computer Science 28 of 29  responded _96_55__ Download PDF.pdf,EN.601.436,Algorithmic Game Theory,Michael Dinitz,2022,Spring,28,"[(1, 0), (2, 0), (3, 2), (4, 4), (5, 22), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 5), (5, 23), (0, 0)]","[(1, 1), (2, 0), (3, 0), (4, 4), (5, 9), (0, 12)]","[(1, 0), (2, 0), (3, 4), (4, 11), (5, 12), (0, 0)]","[(1, 0), (2, 0), (3, 15), (4, 9), (5, 2), (0, 1)]"
EN_601_446_01_SP22 Sketching and Indexing for Sequences Langmead_ Benjamin 2022 Spring Computer Science 43 of 44  responded _97_73__ Download PDF.pdf,EN.601.446,Sketching and Indexing for Sequences,Benjamin Langmead,2022,Spring,43,"[(1, 0), (2, 0), (3, 2), (4, 3), (5, 36), (0, 0)]","[(1, 0), (2, 2), (3, 2), (4, 11), (5, 26), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 3), (5, 28), (0, 8)]","[(1, 0), (2, 0), (3, 3), (4, 12), (5, 26), (0, 0)]","[(1, 0), (2, 2), (3, 31), (4, 6), (5, 2), (0, 0)]"
EN_601_433_01_SP22 Intro Algorithms Braverman_ Vladimir 2022 Spring Computer Science 100 of 102  responded _98_04__ Download PDF.pdf,EN.601.433,Intro Algorithms,Vladimir Braverman,2022,Spring,100,"[(1, 4), (2, 11), (3, 26), (4, 34), (5, 21), (0, 1)]","[(1, 1), (2, 1), (3, 13), (4, 27), (5, 54), (0, 1)]","[(1, 3), (2, 4), (3, 8), (4, 20), (5, 48), (0, 14)]","[(1, 6), (2, 8), (3, 11), (4, 45), (5, 23), (0, 2)]","[(1, 0), (2, 2), (3, 27), (4, 34), (5, 31), (0, 1)]"
EN_601_422_01_SP22 Software Testing _ Debugging Darvish Darab_ Mohammad 2022 Spring Computer Science 42 of 42  responded _100_00__ Download PDF.pdf,EN.601.422,Software Testing & Debugging,Mohammad Darvish Darab,2022,Spring,42,"[(1, 2), (2, 1), (3, 9), (4, 13), (5, 17), (0, 0)]","[(1, 2), (2, 3), (3, 7), (4, 14), (5, 16), (0, 0)]","[(1, 0), (2, 1), (3, 5), (4, 8), (5, 12), (0, 16)]","[(1, 1), (2, 5), (3, 5), (4, 15), (5, 15), (0, 0)]","[(1, 0), (2, 1), (3, 19), (4, 14), (5, 8), (0, 0)]"
EN_601_414_02_SP22 Computer Networks Rubin_ Aviel 2022 Spring Computer Science 56 of 56  responded _100_00__ Download PDF.pdf,EN.601.414,Computer Networks,Aviel Rubin,2022,Spring,56,"[(1, 0), (2, 2), (3, 7), (4, 18), (5, 26), (0, 0)]","[(1, 2), (2, 1), (3, 5), (4, 30), (5, 15), (0, 0)]","[(1, 1), (2, 2), (3, 7), (4, 10), (5, 17), (0, 13)]","[(1, 1), (2, 4), (3, 7), (4, 21), (5, 18), (0, 0)]","[(1, 0), (2, 1), (3, 28), (4, 20), (5, 2), (0, 0)]"
EN_601_454_01_SP22 Augmented Reality Navab_ Nassir 2022 Spring Computer Science 28 of 28  responded _100_00__ Download PDF.pdf,EN.601.454,Augmented Reality,Nassir Navab,2022,Spring,28,"[(1, 1), (2, 2), (3, 1), (4, 5), (5, 19), (0, 0)]","[(1, 0), (2, 2), (3, 2), (4, 8), (5, 14), (0, 1)]","[(1, 0), (2, 0), (3, 0), (4, 6), (5, 21), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 8), (5, 18), (0, 0)]","[(1, 0), (2, 2), (3, 17), (4, 7), (5, 2), (0, 0)]"
EN_601_426_01_SP22 Principles of Programming Languages Smith_ Scott 2022 Spring Computer Science 47 of 49  responded _95_92__ Download PDF.pdf,EN.601.426,Principles of Programming Languages,Scott Smith,2022,Spring,47,"[(1, 0), (2, 3), (3, 5), (4, 10), (5, 28), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 19), (5, 21), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 11), (5, 24), (0, 5)]","[(1, 0), (2, 4), (3, 4), (4, 19), (5, 18), (0, 0)]","[(1, 0), (2, 1), (3, 20), (4, 20), (5, 5), (0, 0)]"
EN_601_414_01_SP22 Computer Networks Jois_ Tushar 2022 Spring Computer Science 56 of 56  responded _100_00__ Download PDF.pdf,EN.601.414,Computer Networks,Tushar Jois,2022,Spring,56,"[(1, 2), (2, 3), (3, 5), (4, 14), (5, 29), (0, 0)]","[(1, 0), (2, 4), (3, 6), (4, 18), (5, 26), (0, 0)]","[(1, 4), (2, 1), (3, 5), (4, 12), (5, 21), (0, 11)]","[(1, 1), (2, 4), (3, 6), (4, 23), (5, 20), (0, 0)]","[(1, 0), (2, 1), (3, 26), (4, 21), (5, 6), (0, 0)]"
EN_601_411_01_SP22 Computer Science Innovation _ Entrepreneurship II Aronhime_ Lawrence 2022 Spring Computer Science 14 of 15  responded _93_33__ Download PDF.pdf,EN.601.411,Computer Science Innovation & Entrepreneurship II,Lawrence Aronhime,2022,Spring,14,"[(1, 0), (2, 0), (3, 0), (4, 4), (5, 10), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 8), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 6), (5, 7), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 4), (5, 9), (0, 0)]","[(1, 0), (2, 2), (3, 6), (4, 6), (5, 0), (0, 0)]"
EN_601_414_01_SP22 Computer Networks Rubin_ Aviel 2022 Spring Computer Science 56 of 56  responded _100_00__ Download PDF.pdf,EN.601.414,Computer Networks,Aviel Rubin,2022,Spring,56,"[(1, 2), (2, 3), (3, 4), (4, 15), (5, 29), (0, 0)]","[(1, 0), (2, 4), (3, 6), (4, 18), (5, 26), (0, 0)]","[(1, 4), (2, 1), (3, 5), (4, 12), (5, 21), (0, 11)]","[(1, 1), (2, 4), (3, 6), (4, 23), (5, 20), (0, 0)]","[(1, 0), (2, 1), (3, 26), (4, 21), (5, 6), (0, 0)]"
EN_601_402_01_SP22 Digital Health and Biomedical Informatics Lehmann_ Harold 2022 Spring Computer Science 18 of 19  responded _94_74__ Download PDF.pdf,EN.601.402,Digital Health and Biomedical Informatics,Harold Lehmann,2022,Spring,18,"[(1, 0), (2, 2), (3, 5), (4, 7), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 10), (4, 5), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 9), (5, 6), (0, 1)]","[(1, 0), (2, 2), (3, 2), (4, 8), (5, 6), (0, 0)]","[(1, 1), (2, 4), (3, 11), (4, 1), (5, 1), (0, 0)]"
EN_601_411_01_SP22 Computer Science Innovation _ Entrepreneurship II Dahbura_ Anton 2022 Spring Computer Science 14 of 15  responded _93_33__ Download PDF.pdf,EN.601.411,Computer Science Innovation & Entrepreneurship II,Anton Dahbura,2022,Spring,14,"[(1, 0), (2, 0), (3, 3), (4, 4), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 8), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 6), (5, 7), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 4), (5, 9), (0, 0)]","[(1, 0), (2, 2), (3, 6), (4, 6), (5, 0), (0, 0)]"
EN_601_419_01_SP22 Cloud Computing Ghorbani Khaledi_ Soudeh 2022 Spring Computer Science 26 of 26  responded _100_00__ Download PDF.pdf,EN.601.419,Cloud Computing,Soudeh Ghorbani Khaledi,2022,Spring,26,"[(1, 0), (2, 2), (3, 1), (4, 8), (5, 15), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 10), (5, 14), (0, 0)]","[(1, 0), (2, 1), (3, 3), (4, 7), (5, 10), (0, 5)]","[(1, 0), (2, 1), (3, 3), (4, 10), (5, 11), (0, 1)]","[(1, 0), (2, 0), (3, 10), (4, 14), (5, 1), (0, 1)]"
EN_601_414_02_SP22 Computer Networks Jois_ Tushar 2022 Spring Computer Science 56 of 56  responded _100_00__ Download PDF.pdf,EN.601.414,Computer Networks,Tushar Jois,2022,Spring,56,"[(1, 0), (2, 2), (3, 8), (4, 13), (5, 30), (0, 0)]","[(1, 2), (2, 1), (3, 5), (4, 30), (5, 15), (0, 0)]","[(1, 1), (2, 2), (3, 7), (4, 10), (5, 17), (0, 13)]","[(1, 1), (2, 4), (3, 7), (4, 21), (5, 18), (0, 0)]","[(1, 0), (2, 1), (3, 28), (4, 20), (5, 2), (0, 0)]"
EN_601_230_03_SP22 Mathematical Foundations for Computer Science More_ Sara 2022 Spring Computer Science 15 of 16  responded _93_75__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2022,Spring,15,"[(1, 1), (2, 0), (3, 0), (4, 6), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 7), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 3), (5, 8), (0, 2)]","[(1, 1), (2, 2), (3, 2), (4, 4), (5, 4), (0, 0)]","[(1, 2), (2, 8), (3, 2), (4, 0), (5, 1), (0, 0)]"
EN_601_230_05_SP22 Mathematical Foundations for Computer Science More_ Sara 2022 Spring Computer Science 16 of 16  responded _100_00__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2022,Spring,16,"[(1, 0), (2, 2), (3, 1), (4, 4), (5, 8), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 7), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 12), (0, 1)]","[(1, 0), (2, 1), (3, 1), (4, 7), (5, 5), (0, 0)]","[(1, 1), (2, 4), (3, 9), (4, 0), (5, 0), (0, 0)]"
EN_601_230_04_SP22 Mathematical Foundations for Computer Science More_ Sara 2022 Spring Computer Science 15 of 15  responded _100_00__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2022,Spring,15,"[(1, 1), (2, 0), (3, 0), (4, 6), (5, 8), (0, 0)]","[(1, 1), (2, 1), (3, 2), (4, 7), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 5), (5, 6), (0, 2)]","[(1, 0), (2, 2), (3, 5), (4, 5), (5, 3), (0, 0)]","[(1, 2), (2, 4), (3, 8), (4, 1), (5, 0), (0, 0)]"
EN_601_230_06_SP22 Mathematical Foundations for Computer Science More_ Sara 2022 Spring Computer Science 13 of 15  responded _86_67__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2022,Spring,13,"[(1, 0), (2, 0), (3, 0), (4, 5), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 7), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 6), (5, 5), (0, 2)]","[(1, 0), (2, 0), (3, 1), (4, 6), (5, 5), (0, 1)]","[(1, 1), (2, 3), (3, 6), (4, 3), (5, 0), (0, 0)]"
EN_601_280_01_SP22 Full-Stack JavaScript Cao_ Yinzhi 2022 Spring Computer Science 70 of 70  responded _100_00__ Download PDF.pdf,EN.601.280,Full-Stack JavaScript,Yinzhi Cao,2022,Spring,70,"[(1, 19), (2, 17), (3, 19), (4, 8), (5, 4), (0, 2)]","[(1, 2), (2, 2), (3, 20), (4, 25), (5, 17), (0, 3)]","[(1, 7), (2, 3), (3, 15), (4, 10), (5, 14), (0, 20)]","[(1, 13), (2, 8), (3, 14), (4, 22), (5, 6), (0, 4)]","[(1, 0), (2, 3), (3, 22), (4, 28), (5, 13), (0, 1)]"
EN_601_231_01_SP22 Automata _ Computation Theory Li_ Xin 2022 Spring Computer Science 39 of 40  responded _97_50__ Download PDF.pdf,EN.601.231,Automata & Computation Theory,Xin Li,2022,Spring,39,"[(1, 5), (2, 4), (3, 8), (4, 14), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 15), (5, 19), (0, 1)]","[(1, 1), (2, 1), (3, 5), (4, 9), (5, 9), (0, 13)]","[(1, 2), (2, 4), (3, 5), (4, 15), (5, 10), (0, 0)]","[(1, 0), (2, 3), (3, 13), (4, 12), (5, 8), (0, 0)]"
EN_601_230_01_SP22 Mathematical Foundations for Computer Science More_ Sara 2022 Spring Computer Science 16 of 16  responded _100_00__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2022,Spring,16,"[(1, 0), (2, 0), (3, 2), (4, 2), (5, 12), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 6), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 2), (5, 3), (0, 4)]","[(1, 0), (2, 0), (3, 3), (4, 9), (5, 3), (0, 0)]","[(1, 0), (2, 3), (3, 11), (4, 0), (5, 0), (0, 0)]"
EN_601_315_01_SP22 Databases More_ Sara 2022 Spring Computer Science 81 of 86  responded _94_19__ Download PDF.pdf,EN.601.315,Databases,Sara More,2022,Spring,81,"[(1, 0), (2, 0), (3, 12), (4, 27), (5, 40), (0, 0)]","[(1, 0), (2, 2), (3, 18), (4, 30), (5, 29), (0, 0)]","[(1, 2), (2, 5), (3, 8), (4, 20), (5, 23), (0, 19)]","[(1, 14), (2, 16), (3, 16), (4, 18), (5, 14), (0, 0)]","[(1, 0), (2, 5), (3, 50), (4, 20), (5, 3), (0, 0)]"
EN_601_290_01_SP22 User Interfaces and Mobile Applications Selinski_ Joanne 2022 Spring Computer Science 57 of 60  responded _95_00__ Download PDF.pdf,EN.601.290,User Interfaces and Mobile Applications,Joanne Selinski,2022,Spring,57,"[(1, 2), (2, 2), (3, 15), (4, 11), (5, 27), (0, 0)]","[(1, 1), (2, 1), (3, 14), (4, 20), (5, 20), (0, 1)]","[(1, 1), (2, 3), (3, 7), (4, 13), (5, 25), (0, 6)]","[(1, 2), (2, 2), (3, 5), (4, 19), (5, 27), (0, 0)]","[(1, 2), (2, 3), (3, 20), (4, 17), (5, 14), (0, 0)]"
EN_601_350_01_SP22 Genomic Data Science Salzberg_ Steven 2022 Spring Computer Science 33 of 34  responded _97_06__ Download PDF.pdf,EN.601.350,Genomic Data Science,Steven Salzberg,2022,Spring,33,"[(1, 2), (2, 0), (3, 4), (4, 9), (5, 16), (0, 2)]","[(1, 1), (2, 1), (3, 3), (4, 16), (5, 10), (0, 2)]","[(1, 1), (2, 0), (3, 1), (4, 10), (5, 18), (0, 3)]","[(1, 1), (2, 2), (3, 7), (4, 11), (5, 7), (0, 4)]","[(1, 1), (2, 10), (3, 14), (4, 5), (5, 1), (0, 1)]"
EN_601_226_02_SP22 Data Structures Madooei_ Ali 2022 Spring Computer Science 70 of 71  responded _98_59__ Download PDF.pdf,EN.601.226,Data Structures,Ali Madooei,2022,Spring,70,"[(1, 0), (2, 0), (3, 3), (4, 14), (5, 52), (0, 0)]","[(1, 0), (2, 0), (3, 7), (4, 21), (5, 41), (0, 0)]","[(1, 0), (2, 1), (3, 6), (4, 9), (5, 19), (0, 33)]","[(1, 2), (2, 4), (3, 6), (4, 36), (5, 20), (0, 0)]","[(1, 0), (2, 0), (3, 15), (4, 34), (5, 19), (0, 0)]"
EN_601_230_02_SP22 Mathematical Foundations for Computer Science More_ Sara 2022 Spring Computer Science 16 of 16  responded _100_00__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2022,Spring,16,"[(1, 0), (2, 0), (3, 1), (4, 6), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 6), (5, 5), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 6), (5, 6), (0, 1)]","[(1, 0), (2, 2), (3, 2), (4, 4), (5, 4), (0, 1)]","[(1, 1), (2, 2), (3, 10), (4, 0), (5, 0), (0, 0)]"
EN_601_226_01_SP22 Data Structures Madooei_ Ali 2022 Spring Computer Science 68 of 70  responded _97_14__ Download PDF.pdf,EN.601.226,Data Structures,Ali Madooei,2022,Spring,68,"[(1, 0), (2, 0), (3, 1), (4, 15), (5, 51), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 21), (5, 40), (0, 0)]","[(1, 0), (2, 1), (3, 6), (4, 11), (5, 21), (0, 27)]","[(1, 1), (2, 6), (3, 5), (4, 33), (5, 17), (0, 3)]","[(1, 0), (2, 3), (3, 22), (4, 31), (5, 9), (0, 0)]"
EN_601_229_02_SP22 Computer System Fundamentals Hovemeyer_ David 2022 Spring Computer Science 87 of 89  responded _97_75__ Download PDF.pdf,EN.601.229,Computer System Fundamentals,David Hovemeyer,2022,Spring,87,"[(1, 1), (2, 1), (3, 10), (4, 30), (5, 43), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 26), (5, 51), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 11), (5, 54), (0, 13)]","[(1, 1), (2, 4), (3, 13), (4, 29), (5, 36), (0, 1)]","[(1, 0), (2, 0), (3, 13), (4, 44), (5, 27), (0, 0)]"
EN_601_229_01_SP22 Computer System Fundamentals Hovemeyer_ David 2022 Spring Computer Science 29 of 31  responded _93_55__ Download PDF.pdf,EN.601.229,Computer System Fundamentals,David Hovemeyer,2022,Spring,29,"[(1, 0), (2, 1), (3, 1), (4, 9), (5, 17), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 12), (5, 14), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 6), (5, 17), (0, 4)]","[(1, 1), (2, 0), (3, 4), (4, 13), (5, 9), (0, 1)]","[(1, 0), (2, 0), (3, 9), (4, 13), (5, 6), (0, 0)]"
EN_601_220_03_SP22 Intermediate Programming Simari_ Patricio 2022 Spring Computer Science 33 of 34  responded _97_06__ Download PDF.pdf,EN.601.220,Intermediate Programming,Patricio Simari,2022,Spring,33,"[(1, 1), (2, 0), (3, 4), (4, 9), (5, 18), (0, 0)]","[(1, 0), (2, 1), (3, 5), (4, 11), (5, 15), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 8), (5, 16), (0, 6)]","[(1, 0), (2, 4), (3, 6), (4, 13), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 7), (4, 14), (5, 11), (0, 0)]"
EN_601_220_02_SP22 Intermediate Programming Kazhdan_ Michael 2022 Spring Computer Science 35 of 35  responded _100_00__ Download PDF.pdf,EN.601.220,Intermediate Programming,Michael Kazhdan,2022,Spring,35,"[(1, 0), (2, 0), (3, 2), (4, 8), (5, 24), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 10), (5, 23), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 10), (5, 15), (0, 3)]","[(1, 0), (2, 2), (3, 7), (4, 16), (5, 8), (0, 1)]","[(1, 0), (2, 1), (3, 2), (4, 7), (5, 23), (0, 1)]"
EN_601_220_04_SP22 Intermediate Programming Simari_ Patricio 2022 Spring Computer Science 29 of 30  responded _96_67__ Download PDF.pdf,EN.601.220,Intermediate Programming,Patricio Simari,2022,Spring,29,"[(1, 1), (2, 0), (3, 1), (4, 13), (5, 14), (0, 0)]","[(1, 1), (2, 0), (3, 1), (4, 10), (5, 17), (0, 0)]","[(1, 1), (2, 2), (3, 1), (4, 4), (5, 16), (0, 4)]","[(1, 2), (2, 2), (3, 3), (4, 10), (5, 12), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 12), (5, 17), (0, 0)]"
EN_601_220_01_SP22 Intermediate Programming Hovemeyer_ David 2022 Spring Computer Science 30 of 32  responded _93_75__ Download PDF.pdf,EN.601.220,Intermediate Programming,David Hovemeyer,2022,Spring,30,"[(1, 0), (2, 0), (3, 2), (4, 12), (5, 16), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 10), (5, 19), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 7), (5, 15), (0, 7)]","[(1, 0), (2, 2), (3, 1), (4, 10), (5, 17), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 8), (5, 17), (0, 0)]"
EN_601_624_01_SP22 Reliable Software Systems Huang_ Peng 2022 Spring Computer Science 12 of 13  responded _92_31__ Download PDF.pdf,EN.601.624,Reliable Software Systems,Peng Huang,2022,Spring,12,"[(1, 0), (2, 0), (3, 1), (4, 2), (5, 9), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 4), (5, 6), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 2), (5, 6), (0, 2)]","[(1, 0), (2, 2), (3, 2), (4, 4), (5, 4), (0, 0)]","[(1, 0), (2, 1), (3, 8), (4, 3), (5, 0), (0, 0)]"
EN_601_104_02_SP22 Computer Ethics Leschke_ Timothy 2022 Spring Computer Science 24 of 24  responded _100_00__ Download PDF.pdf,EN.601.104,Computer Ethics,Timothy Leschke,2022,Spring,24,"[(1, 2), (2, 1), (3, 9), (4, 7), (5, 5), (0, 0)]","[(1, 1), (2, 3), (3, 15), (4, 2), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 1), (0, 21)]","[(1, 4), (2, 4), (3, 6), (4, 3), (5, 3), (0, 3)]","[(1, 4), (2, 10), (3, 6), (4, 2), (5, 1), (0, 0)]"
EN_601_682_03_SP22 Machine Learning_ Deep Learning Unberath_ Mathias 2022 Spring Computer Science 13 of 14  responded _92_86__ Download PDF.pdf,EN.601.682,Machine Learning: Deep Learning,Mathias Unberath,2022,Spring,13,"[(1, 1), (2, 1), (3, 0), (4, 2), (5, 9), (0, 0)]","[(1, 1), (2, 0), (3, 0), (4, 3), (5, 9), (0, 0)]","[(1, 2), (2, 0), (3, 0), (4, 1), (5, 10), (0, 0)]","[(1, 1), (2, 1), (3, 0), (4, 2), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 7), (5, 5), (0, 0)]"
EN_601_779_01_SP22 Machine Learning_ Advanced Topics Arora_ Raman 2022 Spring Computer Science 14 of 17  responded _82_35__ Download PDF.pdf,EN.601.779,Machine Learning: Advanced Topics,Raman Arora,2022,Spring,14,"[(1, 1), (2, 1), (3, 3), (4, 2), (5, 6), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 1), (5, 9), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 0), (5, 6), (0, 6)]","[(1, 2), (2, 1), (3, 1), (4, 1), (5, 5), (0, 3)]","[(1, 3), (2, 1), (3, 6), (4, 1), (5, 1), (0, 1)]"
EN_601_656_03_SP22 Computer Integrated Surgery II Taylor_ Russell 2022 Spring Computer Science 7 of 7  responded _100_00__ Download PDF.pdf,EN.601.656,Computer Integrated Surgery II,Russell Taylor,2022,Spring,7,"[(1, 0), (2, 0), (3, 2), (4, 1), (5, 4), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 0), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 4), (0, 1)]","[(1, 0), (2, 1), (3, 0), (4, 1), (5, 5), (0, 0)]","[(1, 1), (2, 0), (3, 4), (4, 2), (5, 0), (0, 0)]"
EN_601_675_04_SP22 Machine Learning Dredze_ Mark 2022 Spring Computer Science 9 of 12  responded _75_00__ Download PDF.pdf,EN.601.675,Machine Learning,Mark Dredze,2022,Spring,9,"[(1, 0), (2, 0), (3, 2), (4, 2), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 3), (5, 4), (0, 1)]","[(1, 0), (2, 0), (3, 0), (4, 6), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 5), (5, 4), (0, 0)]"
EN_601_717_01_SP22 Advanced Distributed Systems _ Networks Amir_ Yair 2022 Spring Computer Science 6 of 6  responded _100_00__ Download PDF.pdf,EN.601.717,Advanced Distributed Systems & Networks,Yair Amir,2022,Spring,6,"[(1, 0), (2, 0), (3, 0), (4, 1), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 4), (0, 0)]"
EN_601_456_01_SP22 Computer Integrated Surgery II Taylor_ Russell 2022 Spring Computer Science 9 of 9  responded _100_00__ Download PDF.pdf,EN.601.456,Computer Integrated Surgery II,Russell Taylor,2022,Spring,9,"[(1, 1), (2, 0), (3, 2), (4, 2), (5, 3), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 4), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 4), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 4), (5, 4), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 6), (5, 1), (0, 1)]"
